Version identifier: 22.1.0.0 | 2022-03-09 | 1a383f8ce
CPXPARAM_Preprocessing_Reduce                    1
CPXPARAM_Threads                                 1
CPXPARAM_Preprocessing_Reformulations            0
CPXPARAM_Emphasis_MIP                            2
CPXPARAM_TimeLimit                               7200
CPXPARAM_MIP_Tolerances_AbsMIPGap                0.98999999999999999
CPXPARAM_MIP_Limits_TreeMemory                   20000
Legacy callback                                  BbD
1 of 1 MIP starts provided solutions.
MIP start 'm1' defined initial solution with objective 3063.0000.
Tried aggregator 1 time.
MIP Presolve modified 1452 coefficients.
Reduced MIP has 1722 rows, 1586 columns, and 7722 nonzeros.
Reduced MIP has 1518 binaries, 0 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.00 sec. (4.43 ticks)
Probing time = 0.00 sec. (2.54 ticks)
Tried aggregator 1 time.
Reduced MIP has 1722 rows, 1586 columns, and 7722 nonzeros.
Reduced MIP has 1518 binaries, 0 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.00 sec. (2.76 ticks)
Probing time = 0.00 sec. (2.55 ticks)
Clique table members: 831.
MIP emphasis: optimality.
MIP search method: traditional branch-and-cut.
Parallel mode: none, using 1 thread.
Root relaxation solution time = 0.00 sec. (3.39 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap         Variable B NodeID Parent  Depth

*     0+    0                         3063.0000        0.0000           100.00%
      0     0     2265.8366   131     3063.0000     2265.8366      236   26.03%
      0     0     2768.0141   137     3063.0000      Cuts: 34      319    9.63%
      0     0     2782.3449   143     3063.0000      Cuts: 11      367    9.16%
      0     0     2816.1308   143     3063.0000       Cuts: 3      378    8.06%
      0     0     2816.1308   141     3063.0000   ZeroHalf: 1      382    8.06%
      0     0     2820.6308   127     3063.0000   ZeroHalf: 1      387    7.91%
      0     0     2820.6308   125     3063.0000   ZeroHalf: 1      388    7.91%
      0     2     2820.6308   125     3063.0000     2835.1308      388    7.44%                        0             0
Elapsed time = 0.15 sec. (325.71 ticks, tree = 0.01 MB, solutions = 1)
      7     9     2851.6354   111     3063.0000     2850.1587      471    6.95%  x(c23_1_c41_1) D      7      6      6
     39    26     2852.1483   124     3063.0000     2851.1558      853    6.92%  x(c40_2_c25_2) N     39      0      1
     98    79     3029.1394   119     3063.0000     2859.8199     1720    6.63%  x(c13_2_c11_2) N     98     92     17
    142   123     2949.5385   108     3063.0000     2923.0279     4693    4.57%  x(c25_1_c23_1) N    142      5      5
    219   199     2947.6856   125     3063.0000     2936.6804     6549    4.12%  x(c33_3_c32_3) U    219    217     15
    339   319     2946.1821    90     3063.0000     2939.1958     7767    4.04%   x(c8_3_c17_3) D    339    337     30
    420   400     2941.1093   114     3063.0000     2940.5085     9155    4.00%    x(c9_1_c3_1) D    420    419     56
    538   517     2941.5085    90     3063.0000     2941.5085    11374    3.97%   x(c6_2_c14_2) D    538    508      9
    628   605     2980.2155    92     3063.0000     2942.7513    14103    3.93%  x(c22_1_c30_1) D    628    474     64
   1041   998     2950.0837    82     3063.0000     2948.1669    26267    3.75%    x(c8_3_c2_3) N   1041    838     17
Elapsed time = 1.45 sec. (3465.01 ticks, tree = 1.21 MB, solutions = 1)
   1484  1424     2989.0146    80     3063.0000     2951.2287    37763    3.65%  x(c25_1_c39_1) U   1484   1166     15
   2012  1929     3046.7045    76     3063.0000     2954.0000    50506    3.56%   x(c3_1_c22_1) U   2012    447     37
   2524  2426     2984.9783   119     3063.0000     2955.4801    61687    3.51%  x(c34_1_c21_1) D   2524   2523     40
   3000  2865     2957.1061    95     3063.0000     2956.7441    72094    3.47%   x(c8_3_c37_3) U   3000   1924     18
   3550  3402     2966.5477    77     3063.0000     2958.0068    84193    3.43%  x(c19_1_c11_1) U   3550   3274     19
   4000  3829     2972.4157    74     3063.0000     2958.5594    93498    3.41%  x(c32_3_c33_3) D   4000   1392     19
   4427  4248     3021.8668    98     3063.0000     2959.2825   104048    3.39%  x(c34_1_c32_1) U   4427   2982     28
   4901  4697     2965.4517    88     3063.0000     2959.8408   113679    3.37%  x(c30_2_c23_2) D   4901   4900     15
   5246  5011     2968.8341    96     3063.0000     2960.3765   125363    3.35%   x(c7_1_c27_1) U   5246   4235     28
   5594  5330     2972.9442    88     3063.0000     2961.0618   138982    3.33%  x(c30_2_c29_2) D   5594   2643     18
